source_lang,target_lang,source_text,target_text
hi,pa,मैं पार्क में क्रिकेट देखता हूं।,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦਾ ਹਾਂ।,मैं पार्क में क्रिकेट देखता हूं।
en,hi,I want books in the home.,मुझे घर में किताबें चाहिए.
hi,en,मुझे घर में किताबें चाहिए.,I want books in the home.
en,pa,I want books in the home.,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੀਦੀਆਂ ਹਨ।
pa,en,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੀਦੀਆਂ ਹਨ।,I want books in the home.
hi,pa,मुझे घर में किताबें चाहिए.,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੀਦੀਆਂ ਹਨ।
pa,hi,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੀਦੀਆਂ ਹਨ।,मुझे घर में किताबें चाहिए.
en,hi,He watch cricket in the office.,वह ऑफिस में क्रिकेट देखता है।
hi,en,वह ऑफिस में क्रिकेट देखता है।,He watch cricket in the office.
en,pa,He watch cricket in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦਾ ਹੈ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦਾ ਹੈ।,He watch cricket in the office.
hi,pa,वह ऑफिस में क्रिकेट देखता है।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦਾ ਹੈ।
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦਾ ਹੈ।,वह ऑफिस में क्रिकेट देखता है।
en,hi,We visit cars in the restaurant.,हम रेस्तरां में कारों का दौरा करते हैं।
hi,en,हम रेस्तरां में कारों का दौरा करते हैं।,We visit cars in the restaurant.
en,pa,We visit cars in the restaurant.,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।,We visit cars in the restaurant.
hi,pa,हम रेस्तरां में कारों का दौरा करते हैं।,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।,हम रेस्तरां में कारों का दौरा करते हैं।
en,hi,He want football in the home.,वह घर में फुटबॉल चाहता है।
hi,en,वह घर में फुटबॉल चाहता है।,He want football in the home.
en,pa,He want football in the home.,ਉਹ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਚਾਹੁੰਦਾ ਹੈ।
pa,en,ਉਹ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਚਾਹੁੰਦਾ ਹੈ।,He want football in the home.
hi,pa,वह घर में फुटबॉल चाहता है।,ਉਹ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਚਾਹੁੰਦਾ ਹੈ।
pa,hi,ਉਹ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਚਾਹੁੰਦਾ ਹੈ।,वह घर में फुटबॉल चाहता है।
en,hi,He buy cricket in the restaurant.,वह रेस्तरां में क्रिकेट खरीदता है।
hi,en,वह रेस्तरां में क्रिकेट खरीदता है।,He buy cricket in the restaurant.
en,pa,He buy cricket in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।,He buy cricket in the restaurant.
hi,pa,वह रेस्तरां में क्रिकेट खरीदता है।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।,वह रेस्तरां में क्रिकेट खरीदता है।
en,hi,You see cars in the school.,आप स्कूल में कारें देखते हैं।
hi,en,आप स्कूल में कारें देखते हैं।,You see cars in the school.
en,pa,You see cars in the school.,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ.
pa,en,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ.,You see cars in the school.
hi,pa,आप स्कूल में कारें देखते हैं।,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ.
pa,hi,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ.,आप स्कूल में कारें देखते हैं।
en,hi,They eat food in the village.,वे गांव में खाना खाते हैं.
hi,en,वे गांव में खाना खाते हैं.,They eat food in the village.
en,pa,They eat food in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹਨ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹਨ।,They eat food in the village.
hi,pa,वे गांव में खाना खाते हैं.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹਨ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹਨ।,वे गांव में खाना खाते हैं.
en,hi,He buy tea in the village.,उसने गाँव में चाय खरीदी।
hi,en,उसने गाँव में चाय खरीदी।,He buy tea in the village.
en,pa,He buy tea in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।,He buy tea in the village.
hi,pa,उसने गाँव में चाय खरीदी।,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।,उसने गाँव में चाय खरीदी।
en,hi,She watch coffee in the restaurant.,वह रेस्तरां में कॉफी देखती है।
hi,en,वह रेस्तरां में कॉफी देखती है।,She watch coffee in the restaurant.
en,pa,She watch coffee in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੀ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੀ ਹੈ।,She watch coffee in the restaurant.
hi,pa,वह रेस्तरां में कॉफी देखती है।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੀ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੀ ਹੈ।,वह रेस्तरां में कॉफी देखती है।
en,hi,He want books in the school.,उसे स्कूल में किताबें चाहिए.
hi,en,उसे स्कूल में किताबें चाहिए.,He want books in the school.
en,pa,He want books in the school.,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੁੰਦਾ ਹੈ।
pa,en,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੁੰਦਾ ਹੈ।,He want books in the school.
hi,pa,उसे स्कूल में किताबें चाहिए.,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੁੰਦਾ ਹੈ।
pa,hi,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਿਤਾਬਾਂ ਚਾਹੁੰਦਾ ਹੈ।,उसे स्कूल में किताबें चाहिए.
en,hi,We see cricket in the office.,हम ऑफिस में क्रिकेट देखते हैं.
hi,en,हम ऑफिस में क्रिकेट देखते हैं.,We see cricket in the office.
en,pa,We see cricket in the office.,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕ੍ਰਿਕਟ ਦੇਖਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕ੍ਰਿਕਟ ਦੇਖਦੇ ਹਾਂ।,We see cricket in the office.
hi,pa,हम ऑफिस में क्रिकेट देखते हैं.,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕ੍ਰਿਕਟ ਦੇਖਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕ੍ਰਿਕਟ ਦੇਖਦੇ ਹਾਂ।,हम ऑफिस में क्रिकेट देखते हैं.
en,hi,You eat food in the market.,तुम बाजार में खाना खाते हो.
hi,en,तुम बाजार में खाना खाते हो.,You eat food in the market.
en,pa,You eat food in the market.,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹੋ।,You eat food in the market.
hi,pa,तुम बाजार में खाना खाते हो.,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਖਾਣਾ ਖਾਂਦੇ ਹੋ।,तुम बाजार में खाना खाते हो.
en,hi,He play apples in the home.,वह घर में सेब खेलता है।
hi,en,वह घर में सेब खेलता है।,He play apples in the home.
en,pa,He play apples in the home.,ਉਹ ਘਰ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।
pa,en,ਉਹ ਘਰ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।,He play apples in the home.
hi,pa,वह घर में सेब खेलता है।,ਉਹ ਘਰ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।
pa,hi,ਉਹ ਘਰ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।,वह घर में सेब खेलता है।
en,hi,You prefer apples in the office.,आप ऑफिस में सेब पसंद करते हैं.
hi,en,आप ऑफिस में सेब पसंद करते हैं.,You prefer apples in the office.
en,pa,You prefer apples in the office.,ਤੁਸੀਂ ਦਫ਼ਤਰ ਵਿੱਚ ਸੇਬ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਦਫ਼ਤਰ ਵਿੱਚ ਸੇਬ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ।,You prefer apples in the office.
hi,pa,आप ऑफिस में सेब पसंद करते हैं.,ਤੁਸੀਂ ਦਫ਼ਤਰ ਵਿੱਚ ਸੇਬ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਦਫ਼ਤਰ ਵਿੱਚ ਸੇਬ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ।,आप ऑफिस में सेब पसंद करते हैं.
en,hi,I want cricket in the village.,मैं गांव में क्रिकेट चाहता हूं.
hi,en,मैं गांव में क्रिकेट चाहता हूं.,I want cricket in the village.
en,pa,I want cricket in the village.,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।,I want cricket in the village.
hi,pa,मैं गांव में क्रिकेट चाहता हूं.,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।,मैं गांव में क्रिकेट चाहता हूं.
en,hi,I eat music in the restaurant.,मैं रेस्तरां में संगीत खाता हूं।
hi,en,मैं रेस्तरां में संगीत खाता हूं।,I eat music in the restaurant.
en,pa,I eat music in the restaurant.,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦਾ ਹਾਂ।,I eat music in the restaurant.
hi,pa,मैं रेस्तरां में संगीत खाता हूं।,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦਾ ਹਾਂ।,मैं रेस्तरां में संगीत खाता हूं।
en,hi,She buy food in the city.,वह शहर में खाना खरीदती है।
hi,en,वह शहर में खाना खरीदती है।,She buy food in the city.
en,pa,She buy food in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਭੋਜਨ ਖਰੀਦਦੀ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਭੋਜਨ ਖਰੀਦਦੀ ਹੈ।,She buy food in the city.
hi,pa,वह शहर में खाना खरीदती है।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਭੋਜਨ ਖਰੀਦਦੀ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਭੋਜਨ ਖਰੀਦਦੀ ਹੈ।,वह शहर में खाना खरीदती है।
en,hi,You eat tea in the home.,आप घर में चाय पीते हैं.
hi,en,आप घर में चाय पीते हैं.,You eat tea in the home.
en,pa,You eat tea in the home.,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਚਾਹ ਖਾਓ।
pa,en,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਚਾਹ ਖਾਓ।,You eat tea in the home.
hi,pa,आप घर में चाय पीते हैं.,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਚਾਹ ਖਾਓ।
pa,hi,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਚਾਹ ਖਾਓ।,आप घर में चाय पीते हैं.
en,hi,They know food in the office.,वे कार्यालय में भोजन जानते हैं।
hi,en,वे कार्यालय में भोजन जानते हैं।,They know food in the office.
en,pa,They know food in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦੇ ਹਨ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦੇ ਹਨ।,They know food in the office.
hi,pa,वे कार्यालय में भोजन जानते हैं।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦੇ ਹਨ।
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦੇ ਹਨ।,वे कार्यालय में भोजन जानते हैं।
en,hi,We want movies in the restaurant.,हम रेस्तरां में फिल्में चाहते हैं।
hi,en,हम रेस्तरां में फिल्में चाहते हैं।,We want movies in the restaurant.
en,pa,We want movies in the restaurant.,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹਾਂ।,We want movies in the restaurant.
hi,pa,हम रेस्तरां में फिल्में चाहते हैं।,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹਾਂ।,हम रेस्तरां में फिल्में चाहते हैं।
en,hi,He prefer coffee in the village.,उन्हें गांव की कॉफ़ी पसंद है.
hi,en,उन्हें गांव की कॉफ़ी पसंद है.,He prefer coffee in the village.
en,pa,He prefer coffee in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।,He prefer coffee in the village.
hi,pa,उन्हें गांव की कॉफ़ी पसंद है.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।,उन्हें गांव की कॉफ़ी पसंद है.
en,hi,They like cricket in the park.,उन्हें पार्क में क्रिकेट पसंद है.
hi,en,उन्हें पार्क में क्रिकेट पसंद है.,They like cricket in the park.
en,pa,They like cricket in the park.,ਉਨ੍ਹਾਂ ਨੂੰ ਪਾਰਕ ਵਿੱਚ ਕ੍ਰਿਕਟ ਪਸੰਦ ਹੈ।
pa,en,ਉਨ੍ਹਾਂ ਨੂੰ ਪਾਰਕ ਵਿੱਚ ਕ੍ਰਿਕਟ ਪਸੰਦ ਹੈ।,They like cricket in the park.
hi,pa,उन्हें पार्क में क्रिकेट पसंद है.,ਉਨ੍ਹਾਂ ਨੂੰ ਪਾਰਕ ਵਿੱਚ ਕ੍ਰਿਕਟ ਪਸੰਦ ਹੈ।
pa,hi,ਉਨ੍ਹਾਂ ਨੂੰ ਪਾਰਕ ਵਿੱਚ ਕ੍ਰਿਕਟ ਪਸੰਦ ਹੈ।,उन्हें पार्क में क्रिकेट पसंद है.
en,hi,He see movies in the city.,वह शहर में फिल्में देखता है।
hi,en,वह शहर में फिल्में देखता है।,He see movies in the city.
